"TIPO","FECHA","description","TX"
"RENAPO","2024/09/04 01","Procesada por Cache","1337"
"RENAPO","2024/09/04 01","Sin Respuesta de RENAPO","39"
"RENAPO","2024/09/04 00","Procesada","4010"
"RENAPO","2024/09/04 00","Procesada por Cache","1583"
"RENAPO","2024/09/04 00","Sin Respuesta de RENAPO","83"
"RENAPO","2024/09/03 23","Procesada","6547"
"RENAPO","2024/09/03 23","Procesada por Cache","2626"
"RENAPO","2024/09/03 23","Rechazada por limite de Transacciones permitidas","7547"
"RENAPO","2024/09/03 23","Sin Respuesta de RENAPO","103"
"RENAPO","2024/09/03 22","Procesada","10862"
"RENAPO","2024/09/03 22","Procesada por Cache","3867"
"RENAPO","2024/09/03 22","Rechazada por limite de Transacciones permitidas","3929"
"RENAPO","2024/09/03 22","Sin Respuesta de RENAPO","308"
"RENAPO","2024/09/03 21","Procesada","11310"
"RENAPO","2024/09/03 21","Procesada por Cache","4630"
"RENAPO","2024/09/03 21","Rechazada por limite de Transacciones permitidas","27"
"RENAPO","2024/09/03 21","Sin Respuesta de RENAPO","3376"
"RENAPO","2024/09/03 20","Procesada","10747"
"RENAPO","2024/09/03 20","Procesada por Cache","4913"
"RENAPO","2024/09/03 20","Rechazada por limite de Transacciones permitidas","4"
"RENAPO","2024/09/03 20","Sin Respuesta de RENAPO","6644"
"RENAPO","2024/09/03 19","Procesada","10675"
"RENAPO","2024/09/03 19","Procesada por Cache","5188"
"RENAPO","2024/09/03 19","Rechazada por limite de Transacciones permitidas","543"
"RENAPO","2024/09/03 19","Recibida","752"
"RENAPO","2024/09/03 19","Sin Respuesta de RENAPO","7933"
"RENAPO","2024/09/03 18","Procesada","10756"
"RENAPO","2024/09/03 18","Procesada por Cache","5213"
"RENAPO","2024/09/03 18","Rechazada por limite de Transacciones permitidas","3267"
"RENAPO","2024/09/03 18","Recibida","1361"
"RENAPO","2024/09/03 18","Sin Respuesta de RENAPO","6645"
"RENAPO","2024/09/03 17","Procesada","10730"
"RENAPO","2024/09/03 17","Procesada por Cache","4676"
"RENAPO","2024/09/03 17","Rechazada por limite de Transacciones permitidas","3368"
"RENAPO","2024/09/03 17","Recibida","1029"
"RENAPO","2024/09/03 17","Sin Respuesta de RENAPO","7769"
"RENAPO","2024/09/03 16","Procesada","10728"
"RENAPO","2024/09/03 16","Procesada por Cache","4915"
"RENAPO","2024/09/03 16","Rechazada por limite de Transacciones permitidas","4347"
"RENAPO","2024/09/03 16","Recibida","1521"
"RENAPO","2024/09/03 16","Sin Respuesta de RENAPO","6820"
"RENAPO","2024/09/03 15","Procesada","10499"
"RENAPO","2024/09/03 15","Procesada por Cache","4926"
"RENAPO","2024/09/03 15","Rechazada por limite de Transacciones permitidas","4859"
"RENAPO","2024/09/03 15","Recibida","1327"
"RENAPO","2024/09/03 15","Sin Respuesta de RENAPO","6815"
"RENAPO","2024/09/03 14","Procesada","10562"
"RENAPO","2024/09/03 14","Procesada por Cache","4947"
"RENAPO","2024/09/03 14","Rechazada por limite de Transacciones permitidas","5282"
"RENAPO","2024/09/03 14","Recibida","1596"
"RENAPO","2024/09/03 14","Sin Respuesta de RENAPO","6586"
"RENAPO","2024/09/03 13","Procesada","10686"
"RENAPO","2024/09/03 13","Procesada por Cache","5048"
"RENAPO","2024/09/03 13","Rechazada por limite de Transacciones permitidas","5375"
"RENAPO","2024/09/03 13","Recibida","1570"
"RENAPO","2024/09/03 13","Sin Respuesta de RENAPO","6731"
"RENAPO","2024/09/03 12","Procesada","10689"
"RENAPO","2024/09/03 12","Procesada por Cache","5114"
"RENAPO","2024/09/03 12","Rechazada por limite de Transacciones permitidas","5606"
"RENAPO","2024/09/03 12","Recibida","1477"
"RENAPO","2024/09/03 12","Sin Respuesta de RENAPO","7045"
"RENAPO","2024/09/03 11","Procesada","10854"
"RENAPO","2024/09/03 11","Procesada por Cache","5395"
"RENAPO","2024/09/03 11","Rechazada por limite de Transacciones permitidas","6065"
"RENAPO","2024/09/03 11","Recibida","1276"
"RENAPO","2024/09/03 11","Sin Respuesta de RENAPO","7154"
"RENAPO","2024/09/03 10","Procesada","10672"
"RENAPO","2024/09/03 10","Procesada por Cache","4729"
"RENAPO","2024/09/03 10","Rechazada por limite de Transacciones permitidas","2360"
"RENAPO","2024/09/03 10","Recibida","1891"
"RENAPO","2024/09/03 10","Sin Respuesta de RENAPO","6309"
"RENAPO","2024/09/03 09","Procesada","10739"
"RENAPO","2024/09/03 09","Procesada por Cache","3162"
"RENAPO","2024/09/03 09","Rechazada por limite de Transacciones permitidas","6"
"RENAPO","2024/09/03 09","Recibida","3"
"RENAPO","2024/09/03 09","Sin Respuesta de RENAPO","2495"
"RENAPO","2024/09/03 08","Procesada","7472"
"RENAPO","2024/09/03 08","Procesada por Cache","2003"
"RENAPO","2024/09/03 08","Sin Respuesta de RENAPO","73"
"RENAPO","2024/09/03 07","Procesada","4203"
"RENAPO","2024/09/03 07","Procesada por Cache","1202"
"RENAPO","2024/09/03 07","Sin Respuesta de RENAPO","87"
"RENAPO","2024/09/03 06","Procesada","2164"
"RENAPO","2024/09/03 06","Procesada por Cache","772"
"RENAPO","2024/09/03 06","Sin Respuesta de RENAPO","28"
"RENAPO","2024/09/03 05","Procesada","1107"
"RENAPO","2024/09/03 05","Procesada por Cache","557"
"RENAPO","2024/09/03 05","Sin Respuesta de RENAPO","32"
"RENAPO","2024/09/03 04","Procesada","960"
"RENAPO","2024/09/03 04","Procesada por Cache","566"
"RENAPO","2024/09/03 04","Sin Respuesta de RENAPO","25"
"RENAPO","2024/09/03 03","Procesada","1155"
"RENAPO","2024/09/03 03","Procesada por Cache","654"
"RENAPO","2024/09/03 03","Sin Respuesta de RENAPO","24"
"RENAPO","2024/09/03 02","Procesada","1490"
"RENAPO","2024/09/03 02","Procesada por Cache","732"
"RENAPO","2024/09/03 02","Sin Respuesta de RENAPO","14"
"RENAPO","2024/09/03 01","Procesada","2328"
"RENAPO","2024/09/03 01","Procesada por Cache","925"
"RENAPO","2024/09/03 01","Sin Respuesta de RENAPO","46"
"RENAPO","2024/09/03 00","Procesada","4353"
"RENAPO","2024/09/03 00","Procesada por Cache","1532"
"RENAPO","2024/09/03 00","Sin Respuesta de RENAPO","79"
"RENAPO","2024/09/02 23","Procesada","7917"
"RENAPO","2024/09/02 23","Procesada por Cache","2415"
"RENAPO","2024/09/02 23","Sin Respuesta de RENAPO","112"
"RENAPO","2024/09/02 22","Procesada","11381"
"RENAPO","2024/09/02 22","Procesada por Cache","3413"
"RENAPO","2024/09/02 22","Rechazada por limite de Transacciones permitidas","610"
"RENAPO","2024/09/02 22","Sin Respuesta de RENAPO","559"
"RENAPO","2024/09/02 21","Procesada","11277"
"RENAPO","2024/09/02 21","Procesada por Cache","3679"
"RENAPO","2024/09/02 21","Rechazada por limite de Transacciones permitidas","6896"
"RENAPO","2024/09/02 21","Sin Respuesta de RENAPO","878"
"RENAPO","2024/09/02 20","Procesada","11260"
"RENAPO","2024/09/02 20","Procesada por Cache","4104"
"RENAPO","2024/09/02 20","Rechazada por limite de Transacciones permitidas","7060"
"RENAPO","2024/09/02 20","Sin Respuesta de RENAPO","2941"
"RENAPO","2024/09/02 19","Procesada","10719"
"RENAPO","2024/09/02 19","Procesada por Cache","4543"
"RENAPO","2024/09/02 19","Rechazada por limite de Transacciones permitidas","6820"
"RENAPO","2024/09/02 19","Recibida","91"
"RENAPO","2024/09/02 19","Sin Respuesta de RENAPO","6423"
"RENAPO","2024/09/02 18","Procesada","10552"
"RENAPO","2024/09/02 18","Procesada por Cache","4832"
"RENAPO","2024/09/02 18","Rechazada por limite de Transacciones permitidas","6311"
"RENAPO","2024/09/02 18","Recibida","416"
"RENAPO","2024/09/02 18","Sin Respuesta de RENAPO","7593"
"RENAPO","2024/09/02 17","Procesada","10636"
"RENAPO","2024/09/02 17","Procesada por Cache","4991"
"RENAPO","2024/09/02 17","Rechazada por limite de Transacciones permitidas","5139"
"RENAPO","2024/09/02 17","Recibida","1240"
"RENAPO","2024/09/02 17","Sin Respuesta de RENAPO","7398"
"RENAPO","2024/09/02 16","Procesada","10653"
"RENAPO","2024/09/02 16","Procesada por Cache","4931"
"RENAPO","2024/09/02 16","Rechazada por limite de Transacciones permitidas","5743"
"RENAPO","2024/09/02 16","Recibida","1506"
"RENAPO","2024/09/02 16","Sin Respuesta de RENAPO","6782"
"RENAPO","2024/09/02 15","Procesada","10656"
"RENAPO","2024/09/02 15","Procesada por Cache","5037"
"RENAPO","2024/09/02 15","Rechazada por limite de Transacciones permitidas","5182"
"RENAPO","2024/09/02 15","Recibida","1316"
"RENAPO","2024/09/02 15","Sin Respuesta de RENAPO","6991"
"RENAPO","2024/09/02 14","Procesada","10755"
"RENAPO","2024/09/02 14","Procesada por Cache","4988"
"RENAPO","2024/09/02 14","Rechazada por limite de Transacciones permitidas","5076"
"RENAPO","2024/09/02 14","Recibida","1463"
"RENAPO","2024/09/02 14","Sin Respuesta de RENAPO","6607"
"RENAPO","2024/09/02 13","Procesada","10515"
"RENAPO","2024/09/02 13","Procesada por Cache","4685"
"RENAPO","2024/09/02 13","Rechazada por limite de Transacciones permitidas","6491"
"RENAPO","2024/09/02 13","Recibida","1268"
"RENAPO","2024/09/02 13","Sin Respuesta de RENAPO","6988"
"RENAPO","2024/09/02 12","Procesada","10817"
"RENAPO","2024/09/02 12","Procesada por Cache","5250"
"RENAPO","2024/09/02 12","Rechazada por limite de Transacciones permitidas","8201"
"RENAPO","2024/09/02 12","Recibida","2382"
"RENAPO","2024/09/02 12","Sin Respuesta de RENAPO","5259"
"RENAPO","2024/09/02 11","Procesada","10965"
"RENAPO","2024/09/02 11","Procesada por Cache","5266"
"RENAPO","2024/09/02 11","Rechazada por limite de Transacciones permitidas","8445"
"RENAPO","2024/09/02 11","Recibida","2384"
"RENAPO","2024/09/02 11","Sin Respuesta de RENAPO","5092"
"RENAPO","2024/09/02 10","Procesada","10656"
"RENAPO","2024/09/02 10","Procesada por Cache","4754"
"RENAPO","2024/09/02 10","Rechazada por limite de Transacciones permitidas","2603"
"RENAPO","2024/09/02 10","Recibida","2563"
"RENAPO","2024/09/02 10","Sin Respuesta de RENAPO","5899"
"RENAPO","2024/09/02 09","Procesada","10057"
"RENAPO","2024/09/02 09","Procesada por Cache","2679"
"RENAPO","2024/09/02 09","Rechazada por limite de Transacciones permitidas","7"
"RENAPO","2024/09/02 09","Recibida","2"
"RENAPO","2024/09/02 09","Sin Respuesta de RENAPO","1327"
"RENAPO","2024/09/02 08","Procesada","7208"
"RENAPO","2024/09/02 08","Procesada por Cache","1732"
"RENAPO","2024/09/02 08","Sin Respuesta de RENAPO","80"
"RENAPO","2024/09/02 07","Procesada","4292"
"RENAPO","2024/09/02 07","Procesada por Cache","1045"
"RENAPO","2024/09/02 07","Sin Respuesta de RENAPO","92"
"RENAPO","2024/09/02 06","Procesada","2755"
"RENAPO","2024/09/02 06","Procesada por Cache","676"
"RENAPO","2024/09/02 06","Sin Respuesta de RENAPO","73"
"RENAPO","2024/09/02 05","Procesada","1840"
"RENAPO","2024/09/02 05","Procesada por Cache","512"
"RENAPO","2024/09/02 05","Sin Respuesta de RENAPO","41"
"RENAPO","2024/09/02 04","Procesada","1573"
"RENAPO","2024/09/02 04","Procesada por Cache","528"
"RENAPO","2024/09/02 04","Sin Respuesta de RENAPO","31"
"RENAPO","2024/09/02 03","Procesada","1928"
"RENAPO","2024/09/02 03","Procesada por Cache","579"
"RENAPO","2024/09/02 03","Sin Respuesta de RENAPO","61"
"RENAPO","2024/09/02 02","Procesada","2503"
"RENAPO","2024/09/02 02","Procesada por Cache","663"
"RENAPO","2024/09/02 02","Sin Respuesta de RENAPO","22"
"RENAPO","2024/09/02 01","Procesada","3624"
"RENAPO","2024/09/02 01","Procesada por Cache","946"
"RENAPO","2024/09/02 01","Sin Respuesta de RENAPO","46"
"RENAPO","2024/09/02 00","Procesada","5240"
"RENAPO","2024/09/02 00","Procesada por Cache","1310"
"RENAPO","2024/09/02 00","Sin Respuesta de RENAPO","64"
